phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
D015179	species	305	28446	0.0366749183813876	-0.148600141074902	3.95578131256407e-16	-0.53613392000648	20	57	121	1058	3.06400850500093	0.000223451632949352	1.68397602546694	5.38929621209081	Ralstonia solanacearum	[Clostridium] propionicum	
D015179	species	305	29348	0.0240316225068369	-0.156446739023167	6.56114271930447e-25	-0.635314668610546	16	61	131	1048	2.09679390799173	0.0163245640460063	1.09499386724468	3.81600237009638	Ralstonia solanacearum	[Clostridium] spiroforme	
D015179	species	305	29375	0.0288787305220038	-0.210354136214419	2.2920017373147e-11	-0.587666878228458	14	63	31	1148	8.19944904613368	1.18742059663025e-07	3.82930944424728	16.8435612284046	Ralstonia solanacearum	[Clostridium] xylanolyticum	
D015179	species	305	84112	0.0299170860349424	-0.190517942348027	2.36124110432688e-19	-0.685403564091526	9	68	53	1126	2.80850561273215	0.0108343142186497	1.16815444948154	6.06287444593004	Ralstonia solanacearum	Eggerthella lenta	
D015179	species	305	341694	0.0417598716937798	-0.153644508136647	3.95146226823131e-21	-0.63343464612591	14	63	99	1080	2.42192067965166	0.00705829323220128	1.20848555487658	4.56645608141867	Ralstonia solanacearum	Peptostreptococcus stomatis	
D015179	species	305	1755626	0.0350781576932562	-0.180226285259486	0.000680281852764693	-0.286766496792551	65	12	60	1119	99.7234202448989	8.93193695838031e-61	50.1816563111511	214.20551728184	Ralstonia solanacearum	Faecalibacterium sp. MC_41	
D015179	species	329	573	0.0305197187783624	-0.211254488264997	7.9037072399544e-24	-0.792236878211125	8	52	45	1151	3.92768481284312	0.00274434228057104	1.52068852289503	8.99747633546303	Ralstonia pickettii	Klebsiella pneumoniae	
D015179	species	329	1630	0.0327496606934946	0.233234301153407	1.37146044635222e-05	-0.455008457571002	13	47	24	1172	13.4252587628197	2.65749609903747e-09	5.89566082810186	29.5067588066306	Ralstonia pickettii	Kandleria vitulina	
D015179	species	329	28123	0.00335733579938907	-0.227067612342507	3.22738647443153e-18	-0.610355928717097	13	47	105	1091	2.87040312940116	0.00259482824328925	1.3789727674731	5.60961530936913	Ralstonia pickettii	Porphyromonas asaccharolytica	
D015179	species	329	28133	0.0153298057156338	-0.263782864635121	7.43915974532146e-11	-0.636818050062608	8	52	24	1172	7.48618169363918	7.22651484816815e-05	2.77088179641505	18.2889276990886	Ralstonia pickettii	Prevotella nigrescens	
D015179	species	329	28446	0.0254530305318019	-0.163395531615896	1.2084072158151e-17	-0.572056687427654	14	46	127	1069	2.55917319637723	0.00536469103906527	1.26277531796759	4.90008725254467	Ralstonia pickettii	[Clostridium] propionicum	
D015179	species	329	29375	0.012322495352679	-0.255876312671756	3.73679877715149e-13	-0.659320995367126	10	50	35	1161	6.6140120759623	2.49962913412236e-05	2.7613702947378	14.6288203101864	Ralstonia pickettii	[Clostridium] xylanolyticum	
D015179	species	329	84112	0.0172306423486917	-0.222716278851056	3.14370798815274e-19	-0.716544143761156	8	52	54	1142	3.24864307212019	0.0074381520056647	1.26909196933681	7.34966578550225	Ralstonia pickettii	Eggerthella lenta	
D015179	species	329	341694	0.0329853548070747	-0.168682810491886	9.34491742743984e-18	-0.61110990065689	13	47	100	1096	3.02775707066493	0.00172869056009862	1.45230255561501	5.92572467055894	Ralstonia pickettii	Peptostreptococcus stomatis	
D015179	species	546	818	1.79277584614049e-16	0.278262132864681	0.0180603071886241	0.0813708987190847	18	2	824	412	4.4956302071754	0.0295867503223762	1.06821847820599	40.1441099132167	Citrobacter freundii	Bacteroides thetaiotaomicron	
D015179	species	546	28025	0.0113836426642397	-0.288861316688277	4.96011698554938e-07	-0.539418504841868	4	16	56	1180	5.2534849206933	0.0128346588479208	1.23759446100978	17.0187629154077	Citrobacter freundii	Bifidobacterium animalis	
D015179	species	546	40545	0.0026339026425002	-0.280344292293765	9.08058492689848e-10	-0.536496999728351	8	12	93	1143	8.16436761715337	7.45403897237183e-05	2.82043677345023	22.350146430497	Citrobacter freundii	Sutterella wadsworthensis	
D015179	species	546	357276	3.00284505763367e-11	0.240489433846248	0.000267165900671504	0.13326768778418	17	3	724	512	4.00383248816317	0.0201661487358623	1.14944932272547	21.4329845284057	Citrobacter freundii	Bacteroides dorei	
D015179	species	562	818	8.28273123757876e-06	-0.138197596787697	5.2312974962072e-22	-0.293758413816561	521	191	321	223	1.89401533649683	1.75307689888162e-07	1.48273484319687	2.42166485945207	Escherichia coli	Bacteroides thetaiotaomicron	
D015179	species	562	1530	0.00726720722649486	-0.0988047869118947	0.00497157404445049	-0.103364240510565	119	593	25	519	4.1613826407046	3.90907198304044e-12	2.63748801742007	6.79878227615364	Escherichia coli	Clostridium carnis	
D015179	species	562	1735	0.0207830676663482	-0.0824535971208744	1.78405224730291e-32	-0.405558343820877	155	557	74	470	1.76663868913106	0.00021728935387321	1.29375778452985	2.42787780518234	Escherichia coli	Holdemanella biformis	
D015179	species	562	28116	0.0189000824258879	-0.0727487661092658	7.24290453412137e-12	-0.210267376131445	477	235	329	215	1.32613432233038	0.0176306531653718	1.04417783098595	1.68445722540256	Escherichia coli	Bacteroides ovatus	
D015179	species	562	28117	6.97383304810998e-14	-0.22970074831879	1.86914547890329e-30	-0.345566422871047	496	216	325	219	1.54675671282903	0.000263462813128278	1.21550301629666	1.96921629741431	Escherichia coli	Alistipes putredinis	
D015179	species	562	28118	8.47326081119493e-07	-0.164533291987808	1.84280386142146e-41	-0.431385875109393	273	439	174	370	1.32205967102209	0.0204556844175235	1.0384191138706	1.68539221945484	Escherichia coli	Odoribacter splanchnicus	
D015179	species	562	46506	5.00436667000515e-05	-0.133721589139305	9.08030945028278e-18	-0.278704061440195	370	342	202	342	1.83081751397836	1.87522162707361e-07	1.44939350558172	2.31576604164729	Escherichia coli	Bacteroides stercoris	
D015179	species	562	47678	0.000116547295824688	-0.124044993144136	1.76217521057253e-35	-0.386069519320909	419	293	248	296	1.70611142562831	3.69640938624514e-06	1.35381048258313	2.15183095365463	Escherichia coli	Bacteroides caccae	
D015179	species	562	102148	0.0116800150003755	-0.0934152929004996	1.00072566619388e-11	-0.248714841257178	41	671	16	528	2.01531045849194	0.0196023660802341	1.09222851451211	3.89256183440768	Escherichia coli	Solobacterium moorei	
D015179	species	562	165179	0.00063202609721316	-0.118030128836373	7.56981275042227e-24	-0.338615682375505	258	454	123	421	1.94409438719163	1.82354184332931e-07	1.5006596807979	2.52672091981516	Escherichia coli	Prevotella copri	
D015179	species	562	291645	0.039684044277543	-0.0736712701570813	3.59532741236616e-07	-0.181006477209717	174	538	68	476	2.26253559390495	7.78466633925635e-08	1.65247301184866	3.12344028903075	Escherichia coli	Bacteroides nordii	
D015179	species	562	310297	0.0075777977096823	-0.0967311140315823	1.04381768726291e-05	-0.159029433128259	179	533	49	495	3.38955035896696	4.14720910368184e-14	2.39680574766318	4.86331915372025	Escherichia coli	Bacteroides plebeius	
D015179	species	562	310298	0.000799775514403107	-0.115538410192676	2.0836450771581e-16	-0.278473117593003	263	449	127	417	1.92230399684512	2.23027420318309e-07	1.48708206747817	2.49264640565051	Escherichia coli	Bacteroides coprocola	
D015179	species	562	329854	4.30746024706155e-05	-0.146561258613413	6.27239714312921e-21	-0.32867568949281	131	581	61	483	1.78449736330539	0.000478757845699905	1.27455968036776	2.51957819648867	Escherichia coli	Bacteroides intestinalis	
D015179	species	562	351091	0.000314411133259879	-0.123440488598061	8.42663453931286e-20	-0.30568845808888	240	472	136	408	1.52489743690139	0.000970700749066842	1.18130077469094	1.97310036408396	Escherichia coli	Oscillibacter valericigenes	
D015179	species	562	454154	0.0450526438101077	-0.0706589423631368	3.58128327814715e-11	-0.230547694191905	158	554	93	451	1.3827011729049	0.0272667146686339	1.03129265648575	1.860907333945	Escherichia coli	Paraprevotella clara	
D015179	species	562	544645	0.0245730894653621	-0.0816511806399305	6.48574210972857e-05	-0.144559106758948	135	577	46	498	2.53121698320895	1.04556308596339e-07	1.75771648868741	3.69764558285879	Escherichia coli	Butyricimonas virosa	
D015179	species	562	658086	0.0452755939040255	-0.074432277285052	1.69780644242783e-05	-0.159112909075357	42	670	12	532	2.77700257492735	0.00116255973967238	1.41791072796094	5.85498827899344	Escherichia coli	Lachnospiraceae bacterium 3_1_57FAA_CT1	
D015179	species	573	849	0.0399985705881593	-0.233092569350129	1.05070386063633e-12	-0.699467191827356	5	48	25	1178	4.89546415292446	0.00704636403630271	1.40287262121177	13.8032268113008	Klebsiella pneumoniae	Fusobacterium gonidiaformans	
D015179	species	573	1261	0.0348106881688193	-0.240905710683246	1.47590015472957e-11	-0.676320613569609	5	48	24	1179	5.1036246357703	0.00606414730543485	1.45782836091992	14.4614248680619	Klebsiella pneumoniae	Peptostreptococcus anaerobius	
D015179	species	573	1308	0.0151907722697765	-0.13375598828967	4.95595483921006e-08	-0.295032148718888	30	23	276	927	4.37445534032357	2.76566175258821e-07	2.41256456899659	8.02857241529299	Klebsiella pneumoniae	Streptococcus thermophilus	
D015179	species	573	1683	0.0276860541846751	-0.267077359272711	4.1856259298869e-07	-0.568777879107557	5	48	15	1188	8.21592200123365	0.00105859357754196	2.24260551448274	25.0662188749399	Klebsiella pneumoniae	Bifidobacterium angulatum	
D015179	species	573	1747	0.00430504414547742	-0.246974758844909	3.45358311667574e-21	-0.705687820732215	10	43	79	1124	3.30382883971501	0.00295021884766041	1.42579200791741	6.99808055540741	Klebsiella pneumoniae	Propionibacterium acnes	
D015179	species	573	28037	0.0391903312410872	-0.134340867520833	2.54786542117811e-16	-0.499832768812361	16	37	183	1020	2.40810802045792	0.00645363332966846	1.22387117412042	4.54654747537892	Klebsiella pneumoniae	Streptococcus mitis	
D015179	species	573	40545	0.00213915199330159	-0.256500785202204	4.4915555397753e-15	-0.598658027017817	13	40	88	1115	4.1103310156471	0.000152027759504506	1.94235223139756	8.20535244806439	Klebsiella pneumoniae	Sutterella wadsworthensis	
D015179	species	573	47770	0.0431262605044029	-0.228173074225398	1.15844127419672e-13	-0.71630332653288	6	47	26	1177	5.761747284077	0.00164834592386475	1.85027759626865	15.2388370913862	Klebsiella pneumoniae	Lactobacillus crispatus	
D015179	species	573	84112	0.0210819650964497	-0.222785627197431	1.04492388826e-19	-0.738847912886019	8	45	54	1149	3.77612531396185	0.00339521470232844	1.46449301396701	8.62795625224761	Klebsiella pneumoniae	Eggerthella lenta	
D015179	species	573	291644	0.0257275634173734	-0.145180942966094	1.98588002683854e-20	-0.554527506308663	17	36	183	1020	2.62933134564748	0.00310136028517571	1.35466560340113	4.92397708487958	Klebsiella pneumoniae	Bacteroides salyersiae	
D015179	species	573	626929	0.00814238801202581	-0.254569957594839	7.5259006983162e-16	-0.680441438585985	11	42	54	1149	5.55773273317761	4.15619400141418e-05	2.44238535980731	11.7660220100972	Klebsiella pneumoniae	Bacteroides clarus	
D015179	species	623	1530	0.049028744497396	0.142631450905671	7.79412450280921e-09	-0.402544333539226	34	47	110	1065	6.98382441270636	2.25703383863849e-13	4.16855081456781	11.6274751156095	Shigella flexneri	Clostridium carnis	
D015179	species	623	28037	0.0482380911352038	-0.12262887885612	3.44506984067877e-31	-0.638586594248794	20	61	179	996	1.82324876538464	0.0390927764952396	1.01596782535947	3.15401149492331	Shigella flexneri	Streptococcus mitis	
D015179	species	623	52226	0.0321208823419302	-0.159365440198357	3.1958823734493e-27	-0.692910842843863	13	68	100	1075	2.05363760495533	0.0411928292355891	1.00481000919414	3.9164309492155	Shigella flexneri	Mitsuokella multacida	
D015179	species	623	180311	0.0267868812517515	-0.197315687997838	4.14154920198074e-21	-0.716311785506877	8	73	45	1130	2.74842824016024	0.0172604430930941	1.07859041956731	6.18225443501457	Shigella flexneri	Hespellia stercorisuis	
D015179	species	623	397865	0.0478640913236069	-0.127065769375895	3.66442611088453e-19	-0.532056762547105	25	56	162	1013	2.78852031723017	0.000141081019428688	1.61865647601206	4.69448706752508	Shigella flexneri	Barnesiella viscericola	
D015179	species	623	1465754	0.0407545707744203	-0.142345114694369	5.13641818193066e-21	-0.592617190376493	28	53	126	1049	4.39045729057698	4.77661826966096e-08	2.57509975016552	7.36418918494132	Shigella flexneri	Alistipes timonensis	
D015179	species	654	328812	0.0394870960144268	-0.175513493035302	1.26467143266109e-08	-0.461055508261243	6	14	118	1118	4.05345976138037	0.00996144814402465	1.25234355539011	11.4888397084279	Aeromonas veronii	Parabacteroides goldsteinii	
D015179	species	817	33033	1.30947832309723e-05	0.181754252179877	0.00340858235540509	0.122673192978903	78	481	9	688	12.3750869234852	8.86907645956611e-20	6.11715821879111	28.3540202105176	Bacteroides fragilis	Parvimonas micra	
D015179	species	817	341694	2.21507840475235e-05	0.17682082647316	7.78085789122739e-06	0.186207102845765	103	456	10	687	15.4902517213026	8.54716940357518e-28	7.98000819244044	33.6376973476914	Bacteroides fragilis	Peptostreptococcus stomatis	
D015179	species	818	53443	3.22647871673018e-93	0.625367735347001	0.00340562364883922	0.100460013981726	32	810	6	408	2.68469093447511	0.022295531759931	1.09537834984183	7.91875539744566	Bacteroides thetaiotaomicron	Blautia hydrogenotrophica	
D015179	species	821	28123	7.47864869855663e-05	-0.12208701097662	4.39618620852671e-08	-0.168172371232976	106	929	12	209	1.98625781790884	0.029964474631773	1.06533595997844	4.04116758101164	Bacteroides vulgatus	Porphyromonas asaccharolytica	
D015179	species	821	33033	0.0472294975724612	-0.0614851158362445	0.000329490651605371	-0.111032475003046	80	955	7	214	2.55958958510041	0.0127900403946622	1.16381227021803	6.66295132876717	Bacteroides vulgatus	Parvimonas micra	
D015179	species	821	52226	0.0446641855510363	-0.0621245688284828	0.00423531078171571	-0.0884074838186141	103	932	10	211	2.33048102187877	0.00920577108392408	1.1907044471671	5.09178329701024	Bacteroides vulgatus	Mitsuokella multacida	
D015179	species	821	102148	0.00178555273847985	-0.0969389216498761	4.44850103004191e-09	-0.180977483086334	56	979	1	220	12.5727258441293	0.000267114801654416	2.14038903178873	507.045994880596	Bacteroides vulgatus	Solobacterium moorei	
D015179	species	823	28123	0.00794661883901052	-0.104430786772501	1.57620915186749e-11	-0.261297154469189	76	527	42	611	2.09674224956657	0.000213343047972424	1.39260492446864	3.19191443341805	Parabacteroides distasonis	Porphyromonas asaccharolytica	
D015179	species	823	246787	0.00939903457854994	0.0934822345701979	9.55152005150139e-07	-0.175407446670465	263	340	168	485	2.23165165226799	3.35988854347206e-11	1.7477572903507	2.85468729379115	Parabacteroides distasonis	Bacteroides cellulosilyticus	
D015179	species	840	1530	0.00830443814296329	-0.20302729132314	1.15193715326261e-08	-0.42263001125425	8	24	136	1088	2.66374916820542	0.0234247509538546	1.0138394660603	6.28120308744429	Prevotella loescheii	Clostridium carnis	
D015179	species	840	13689	0.0150715965832039	-0.293673568329373	1.8782427727318e-14	-0.769013749191229	5	27	36	1188	6.09141462688002	0.00303410022879309	1.732199486749	17.3540145744827	Prevotella loescheii	Sphingomonas paucimobilis	
D015179	species	840	28037	0.040180555165801	-0.138145846890695	2.03334272251173e-12	-0.450034535400934	10	22	189	1035	2.48699792452708	0.0246217751098159	1.03393779048464	5.57832869989463	Prevotella loescheii	Streptococcus mitis	
D015179	species	840	28129	0.0218617903118541	-0.323650096914055	6.36055271447978e-11	-0.769902839671048	3	29	18	1206	6.90337527562602	0.0146336076046696	1.23533815294056	25.6573663249292	Prevotella loescheii	Prevotella denticola	
D015179	species	840	33051	0.0142661763870884	-0.293828713649745	2.85030524508239e-14	-0.762047277695921	5	27	37	1187	5.92122811395019	0.00338193479440268	1.6864776647279	16.8377434601784	Prevotella loescheii	Sphingomonas sanguinis	
D015179	species	840	44749	0.0270601108870553	-0.206176325679656	6.89724633830653e-08	-0.477339614378481	11	21	83	1141	7.17738200071224	8.02673906117583e-06	3.01825390970743	16.2080655214629	Prevotella loescheii	Sporobacter termitidis	
D015179	species	840	47246	0.0441634878103598	-0.211501756023796	5.71703816295578e-12	-0.644014511896867	5	27	59	1165	3.64983516150017	0.0203010353481831	1.05963687538096	10.0973248047907	Prevotella loescheii	[Clostridium] viride	
D015179	species	840	90742	0.0207578794747241	-0.282045769059819	3.42374260505821e-13	-0.748176439363527	5	27	35	1189	6.26999565831982	0.00271306666352704	1.78029620616081	17.9022272388175	Prevotella loescheii	Paracoccus sp. MBIC4017	
D015179	species	840	143393	0.00402325785537355	-0.349491214126975	1.39255116786311e-15	-0.79591246519008	4	28	34	1190	4.98718231639023	0.0139436295393616	1.20468580941415	15.434534977537	Prevotella loescheii	[Eubacterium] sulci	
D015179	species	840	169435	0.0491391099814219	-0.129320617799598	1.5613710618838e-07	-0.336107272017568	13	19	200	1024	3.49830430988943	0.00113822327281549	1.56087552922738	7.60605057048405	Prevotella loescheii	Anaerotruncus colihominis	
D015179	species	840	544645	0.0401360737061821	-0.145627829440139	1.18937046390225e-07	-0.364653075851093	14	18	167	1057	4.91321443016706	4.50823414772279e-05	2.21615087071615	10.6829271609742	Prevotella loescheii	Butyricimonas virosa	
D015179	species	840	1755626	0.00967748348454621	-0.212036077296673	1.25870421911633e-09	-0.473140693114721	9	23	116	1108	3.73113129055589	0.00277648475310182	1.48328370739779	8.61495793255448	Prevotella loescheii	Faecalibacterium sp. MC_41	
D015179	species	849	901	0.0137822919697418	-0.190268758278225	1.95063272161647e-13	-0.529192653836729	8	22	137	1089	2.88700972011164	0.0165541735688437	1.0894925250061	6.89734638686502	Fusobacterium gonidiaformans	Desulfovibrio piger	
D015179	species	849	1261	0.0283995030177883	-0.295680751041352	1.27890752254315e-13	-0.805065647754706	4	26	25	1201	7.36191686144234	0.00415057591122348	1.73865331856238	23.6183794143579	Fusobacterium gonidiaformans	Peptostreptococcus anaerobius	
D015179	species	849	1318	0.0330693383074818	-0.179619325819812	1.4025907861672e-10	-0.507022659714674	7	23	111	1115	3.05336203419912	0.017637563373439	1.08160070109085	7.55890734455439	Fusobacterium gonidiaformans	Streptococcus parasanguinis	
D015179	species	849	1351	0.0091333244790994	-0.328532723801828	1.41754338733899e-14	-0.793758642357155	5	25	32	1194	7.4338931184482	0.00140246153859076	2.08853906625031	21.5647901666073	Fusobacterium gonidiaformans	Enterococcus faecalis	
D015179	species	849	28123	0.00122068962305944	-0.274500119506367	2.67079154881788e-14	-0.593434710105943	12	18	106	1120	7.02368888858558	5.51900229728109e-06	2.99933097708867	15.9018505117761	Fusobacterium gonidiaformans	Porphyromonas asaccharolytica	
D015179	species	849	40545	0.000113970744425032	-0.344986974254745	7.85943409647734e-20	-0.711928048853491	11	19	90	1136	7.28393128135929	8.00094397206114e-06	3.03294435810634	16.7000071182123	Fusobacterium gonidiaformans	Sutterella wadsworthensis	
D015179	species	849	100886	0.0154174134191578	-0.223511846770497	3.57920578314811e-18	-0.694933371405558	7	23	87	1139	3.97733950769462	0.00513551092448455	1.40115873150265	9.91891757285767	Fusobacterium gonidiaformans	Catenibacterium mitsuokai	
D015179	species	849	116085	0.000242320674158514	-0.201648255724864	6.03952402427092e-07	-0.271774451576187	15	15	297	929	3.12447779201045	0.00245270520361291	1.40490162606826	6.94816053061425	Fusobacterium gonidiaformans	Coprococcus catus	
D015179	species	849	291644	0.0431961766699599	-0.137075144977437	6.87500220660238e-08	-0.355400631576627	12	18	188	1038	3.67542139180083	0.00116842319512682	1.58694308822068	8.21781039371683	Fusobacterium gonidiaformans	Bacteroides salyersiae	
D015179	species	849	410072	0.035746014169026	-0.0831511237896399	0.0454305409888445	-0.0792371537102236	23	7	608	618	3.33704952343669	0.00473032300817402	1.37335627508875	9.27657998910893	Fusobacterium gonidiaformans	Coprococcus comes	
D015179	species	849	487173	0.00292685579049295	-0.390484890612958	1.53857078150623e-18	-0.873742168217202	4	26	26	1200	7.07446773880393	0.00470974499817663	1.6749853589081	22.5900266709066	Fusobacterium gonidiaformans	Dialister succinatiphilus	
D015179	species	849	626940	2.64570943392162e-05	-0.355726074810541	1.83352415812478e-07	-0.433746347010937	13	17	103	1123	8.30894478557077	5.76455010501838e-07	3.6024512740583	18.7542472275851	Fusobacterium gonidiaformans	Phascolarctobacterium succinatutens	
D015179	species	849	674529	0.0040745525729058	-0.278088345775304	5.62475991038847e-11	-0.585014077064856	9	21	75	1151	6.55671084185895	7.84890060370854e-05	2.55165144550384	15.5682748336043	Fusobacterium gonidiaformans	Bacteroides faecis	
D015179	species	849	1070699	0.0253520644454463	-0.316057345655686	1.32484203604525e-13	-0.827186854484709	3	27	20	1206	6.67453117315004	0.0157805390313595	1.19949026780833	24.6064315602718	Fusobacterium gonidiaformans	Clostridiaceae bacterium JC118	
D015179	species	850	1596	0.0308996715999402	-0.223989117631072	1.31446760151092e-17	-0.743887004352375	6	43	44	1163	3.68184706715518	0.0110561573415159	1.2162105774323	9.33566096996995	Fusobacterium mortiferum	Lactobacillus gasseri	
D015179	species	850	36835	0.00288882520195212	-0.254548982529284	7.40027828995815e-21	-0.695896804956979	10	39	86	1121	3.33721899713593	0.00283926526131762	1.43513875728528	7.10570406961363	Fusobacterium mortiferum	[Clostridium] colinum	
D015179	species	850	46506	0.0262797160888517	0.0918727242135205	0.0160102255497274	-0.0995521923391237	36	13	536	671	3.46342596420285	9.81058573629087e-05	1.77219325059214	7.19185246793481	Fusobacterium mortiferum	Bacteroides stercoris	
D015179	species	850	158847	0.0316929857625331	-0.164368230644472	5.06685569690526e-12	-0.496341175925068	13	36	122	1085	3.20679236877502	0.00125013620473983	1.51763180227982	6.3987901676371	Fusobacterium mortiferum	Megamonas hypermegale	
D015179	species	850	351091	0.0230206279820656	-0.113218160283044	3.41678131726124e-15	-0.378733042951701	22	27	354	853	1.96229025807671	0.025274668186484	1.0496846705592	3.63188333281731	Fusobacterium mortiferum	Oscillibacter valericigenes	
D015179	species	850	1465754	0.0148524727356708	-0.176036500436221	1.42015334677635e-18	-0.580181373299213	12	37	142	1065	2.43008750501673	0.0133164517256234	1.12645437489616	4.90126149044396	Fusobacterium mortiferum	Alistipes timonensis	
D015179	species	851	1328	0.0241008640336027	0.178840651289293	3.51166663622079e-19	-0.632973699357985	16	93	50	1097	3.76870595040838	7.55673401987743e-05	1.92499488686907	7.05068550100243	Fusobacterium nucleatum	Streptococcus anginosus	
D015179	species	851	1735	0.00323759393071592	-0.16753031840545	7.46719271536087e-33	-0.611363864386188	31	78	198	949	1.9038169645484	0.00607861462629944	1.17943064435968	3.01345274600767	Fusobacterium nucleatum	Holdemanella biformis	
D015179	species	851	29370	5.87991707059059e-05	0.327240377420113	5.41861589852224e-08	-0.432817421151811	13	96	36	1111	4.17137487090342	0.000142197039025595	1.96086627809347	8.38882811935211	Fusobacterium nucleatum	[Clostridium] sphenoides	
D015179	species	851	29375	0.0431302002949073	-0.169387984715258	3.06565270773074e-13	-0.5612622351434	11	98	34	1113	3.66803963457458	0.0010325210993224	1.62438289671614	7.70137975799268	Fusobacterium nucleatum	[Clostridium] xylanolyticum	
D015179	species	851	33031	0.0387649008282627	0.173036714462641	1.98091097127013e-10	-0.500332658855653	12	97	34	1113	4.04255233970841	0.000312172803797853	1.84399284112919	8.32186526428909	Fusobacterium nucleatum	Peptoniphilus lacrimalis	
D015179	species	851	552398	0.00434704760589577	-0.225030953078266	6.33996972462707e-25	-0.702088517290347	12	97	50	1097	2.71112196869043	0.00830591409212453	1.27009570945737	5.38369603845016	Fusobacterium nucleatum	Ruminococcaceae bacterium D16	
